Number,Gender,Age,Income
1362,Male,30,56750
1363,Female,48,35174
1364,Female,26,27130
1365,Male,31,55019
1366,Female,34,36298
1367,Male,44,55212
1368,Male,29,36509
1369,Male,43,41348
1370,Male,43,53326
1371,Female,28,42443
1372,Female,57,51040
1373,Male,57,57112
1374,Female,62,25322
1375,Male,28,52966
1376,Female,39,51404
1377,Female,49,38260
1378,Female,49,49102
1379,Female,56,50255
1380,Male,61,63150
1381,Male,38,54885
1382,Male,55,50487
1383,Male,62,70194
1384,Male,44,53386
1385,Female,62,54757
1386,Male,46,36290
1387,Female,41,43656
1388,Male,29,45064
1389,Female,38,22642
1390,Female,39,23881
1391,Female,46,26934
1392,Female,42,42894
1393,Female,60,38446
1394,Male,52,61816
1395,Male,56,31983
1396,Female,55,41160
1397,Male,49,51884
1398,Female,46,29119
1399,Female,38,35711
1400,Male,51,45803
1401,Male,31,49038
1402,Female,34,19879
1403,Male,29,61628
1404,Female,61,28620
1405,Male,46,52693
1406,Female,54,28974
1407,Male,42,51878
1408,Female,40,35666
1409,Male,37,54572
1410,Male,40,52849
1411,Male,58,51313
1412,Male,52,38709
1413,Female,59,47206
1414,Male,26,68942
1415,Male,46,41038
1416,Male,35,55254
1417,Female,65,35279
1418,Male,47,64461
1419,Female,63,62796
1420,Male,61,41786
1421,Male,26,42229
1422,Male,29,44212
1423,Male,46,52422
1424,Male,27,44567
1425,Male,37,38962
1426,Male,55,50908
1427,Female,63,24348
1428,Female,56,41782
1429,Male,38,56065
1430,Male,39,43455
1431,Female,58,57517
1432,Male,60,51984
1433,Male,29,52737
1434,Male,34,52452
1435,Male,48,54160
1436,Male,60,45012
1437,Female,29,31462
1438,Female,33,35937
1439,Male,52,49678
1440,Male,52,43907
1441,Female,37,22088
1442,Male,35,53083
1443,Female,52,36241
1444,Male,39,38074
1445,Male,30,46100
1446,Female,40,46437
1447,Female,56,35024
1448,Male,37,71308
1449,Female,28,31706
1450,Male,50,49535
1451,Female,58,43099
1452,Female,40,39684
1453,Female,55,32330
1454,Female,38,27551
1455,Male,43,44748
1456,Female,35,32093
1457,Male,27,47566
1458,Male,51,53306
1459,Male,37,66803
1460,Male,41,56620
1461,Male,53,49212
1462,Female,47,42866
1463,Male,34,64117
1464,Male,28,40089
1465,Male,28,50937
1466,Male,42,42311
1467,Female,61,29075
1468,Female,57,49827
1469,Female,35,45270
1470,Male,36,49767
1471,Male,51,55404
1472,Male,28,54981
1473,Female,42,42005
1474,Female,32,37674
1475,Male,57,41872
1476,Male,34,53469
1477,Female,35,29205
1478,Male,59,42822
1479,Female,40,33303
1480,Male,25,45951
1481,Male,51,43683
1482,Female,60,37472
1483,Male,54,52047
1484,Female,63,57255
1485,Female,57,27806
1486,Male,61,42382
1487,Male,47,35831
1488,Male,31,56836
1489,Male,45,53660
1490,Male,47,52946
1491,Female,60,42333
1492,Male,44,57373
1493,Male,28,62618
1494,Female,64,61073
1495,Male,28,45837
1496,Male,27,38253
1497,Female,59,42363
1498,Male,55,56337
1499,Male,52,55803
1500,Male,64,51566
1501,Female,58,50721
1502,Female,27,45712
1503,Male,38,47051
1504,Male,62,70006
1505,Female,29,39080
1506,Female,27,44698
1507,Male,34,31464
1508,Male,28,52455
1509,Female,38,25018
1510,Male,37,39336
1511,Male,63,57909
1512,Male,53,58805
1513,Male,34,25664
1514,Female,50,39539
1515,Female,31,44794
1516,Male,40,40046
1517,Male,31,52079
1518,Female,45,32377
1519,Female,53,35501
1520,Female,53,49786
1521,Male,27,59337
1522,Female,54,33468
1523,Female,64,45185
1524,Male,34,31710
1525,Male,38,33051
1526,Male,37,36313
1527,Female,55,37702
1528,Male,38,45190
1529,Male,47,48849
1530,Female,47,32827
1531,Male,48,50110
1532,Male,55,38563
1533,Female,49,50722
1534,Female,46,51550
1535,Male,61,53119
1536,Male,37,51119
1537,Male,43,43044
1538,Female,48,28689
1539,Female,35,45610
1540,Male,34,68974
1541,Male,43,53841
1542,Female,41,32459
1543,Male,39,69983
1544,Female,26,50625
1545,Female,26,31879
1546,Male,59,54318
1547,Male,55,61760
1548,Male,48,50011
1549,Female,63,49772
1550,Female,38,45269
1551,Male,49,44323
1552,Female,37,50420
1553,Female,65,43790
1554,Female,63,29142
1555,Male,34,62867
1556,Female,30,25085
1557,Male,29,41513
1558,Female,53,56270
1559,Male,49,51383
1560,Female,35,40530
1561,Male,51,46318
1562,Male,27,50375
1563,Male,61,27627
1564,Female,65,38193
1565,Female,52,46154
1566,Male,33,52088
1567,Male,63,43584
1568,Male,55,65544
1569,Male,48,60712
1570,Male,57,47954
1571,Male,29,37401
1572,Male,33,49876
1573,Female,36,52140
1574,Female,38,26366
1575,Male,32,60524
1576,Female,57,34599
1577,Male,54,45802
1578,Male,43,42184
1579,Female,44,42883
1580,Female,48,22319
1581,Male,28,62717
1582,Male,54,38486
1583,Male,53,58065
1584,Male,27,49214
1585,Male,35,39758
1586,Female,36,41111
1587,Male,40,44838
1588,Female,29,18470
1589,Female,38,41574
1590,Female,42,44873
1591,Male,53,48153
1592,Female,49,34558
1593,Male,42,52348
1594,Male,31,58966
1595,Female,38,52754
1596,Female,54,56834
1597,Male,60,56026
1598,Male,27,71299
1599,Male,28,49588
1600,Male,56,44941
1601,Male,28,37421
1602,Female,42,40273
1603,Male,26,43586
1604,Male,54,50726
1605,Male,53,32234
1606,Female,57,61265
1607,Female,50,41520
1608,Female,37,60390
1609,Male,43,62881
1610,Female,32,27182
1611,Male,26,59758
1612,Male,54,48842
1613,Male,62,47975
1614,Male,26,46736
1615,Female,29,60260
1616,Male,31,59396
1617,Female,38,59727
1618,Female,53,36957
1619,Female,51,39206
1620,Female,55,57027
1621,Male,25,32007
1622,Male,52,43058
1623,Female,54,49644
1624,Female,49,42949
1625,Male,65,39134
1626,Female,38,64327
1627,Male,62,46285
1628,Male,56,43789
1629,Female,53,39665
1630,Female,52,33457
1631,Male,52,48960
1632,Male,46,43791
1633,Male,44,62242
1634,Male,51,61527
1635,Male,33,44051
1636,Female,26,44494
1637,Male,56,58628
1638,Female,53,47634
1639,Male,43,50447
1640,Male,39,55074
1641,Female,50,55542
1642,Female,49,45068
1643,Female,63,33450
1644,Male,44,48021
1645,Male,29,61911
1646,Male,40,44320
1647,Male,28,43211
1648,Female,49,24910
1649,Male,53,27825
1650,Male,39,44151
1651,Male,35,64425
1652,Male,49,54949
1653,Male,63,33625
1654,Male,42,48813
1655,Male,44,32873
1656,Female,51,40455
1657,Female,64,40683
1658,Male,54,61299
1659,Female,42,52720
1660,Female,52,42194
1661,Female,51,60513
1662,Male,56,31748
1663,Female,25,49124
1664,Female,64,35142
1665,Male,42,62995
1666,Female,47,25690
1667,Female,64,41046
1668,Female,52,38226
1669,Female,65,44449
1670,Male,30,67815
1671,Female,30,30927
1672,Male,34,50851
1673,Male,43,63588
1674,Male,54,55624
1675,Female,64,58870
1676,Female,46,37292
1677,Female,44,28466
1678,Female,44,49255
1679,Female,35,42013
1680,Male,61,63801
1681,Male,52,49660
1682,Male,58,62827
1683,Female,51,48722
1684,Female,61,17003
1685,Female,46,38413
1686,Male,54,34287
1687,Female,28,27723
1688,Male,45,49750
1689,Male,48,53226
1690,Female,59,45009
1691,Female,36,26247
1692,Female,47,29717
1693,Male,62,58181
1694,Female,46,27271
1695,Female,49,45569
1696,Female,29,45366
1697,Male,51,48183
1698,Male,53,57190
1699,Male,45,55175
1700,Male,57,49245
1701,Male,45,51680
1702,Male,26,48815
1703,Female,41,36209
1704,Female,36,55205
1705,Male,34,44447
1706,Female,52,53619
1707,Male,29,46071
1708,Female,46,33789
1709,Male,30,55497
1710,Male,35,41518
1711,Female,43,33976
1712,Male,53,60702
1713,Male,46,50768
1714,Female,45,48762
1715,Male,64,63072
1716,Male,31,32620
1717,Female,55,16118
1718,Male,64,34130
1719,Male,52,55210
1720,Female,26,61278
1721,Female,27,43140
1722,Female,62,43046
1723,Male,58,44974
1724,Male,46,66204
1725,Male,43,46079
1726,Male,60,52620
1727,Female,52,35108
1728,Male,26,58066
1729,Male,57,40682
1730,Female,52,26545
1731,Female,62,37155
1732,Female,33,33275
1733,Male,42,43995
1734,Male,55,50151
1735,Female,65,23579
1736,Male,48,56399
1737,Male,60,46280
1738,Male,49,42912
1739,Female,43,41792
1740,Male,33,58846
1741,Male,31,45347
1742,Male,51,38031
1743,Female,40,40604
1744,Male,64,62299
1745,Male,35,38351
1746,Male,45,55898
1747,Male,53,57956
1748,Female,43,22302
1749,Female,26,32130
1750,Male,48,39598
1751,Male,57,51511
1752,Male,61,53191
1753,Male,65,54554
1754,Male,26,55624
1755,Male,30,37417
1756,Male,46,36383
1757,Male,46,47437
1758,Male,26,35201
1759,Female,30,54870
1760,Female,25,37213
1761,Female,36,53794
1762,Male,36,45549
1763,Male,40,55886
1764,Female,26,60915
1765,Male,25,52358
1766,Male,38,44331
1767,Female,30,53142
1768,Male,38,51704
1769,Female,61,38092
1770,Male,45,49505
1771,Female,39,37753
1772,Female,61,39761
1773,Female,44,37525
1774,Female,54,59257
1775,Male,51,38145
1776,Female,44,38652
1777,Male,35,46872
1778,Male,49,60014
1779,Male,60,57282
1780,Male,53,47446
1781,Female,37,48388
1782,Female,41,37061
1783,Male,61,56585
1784,Female,27,36819
1785,Female,44,49327
1786,Male,30,35886
1787,Female,37,51418
1788,Male,33,23166
1789,Female,31,29132
1790,Female,42,54918
1791,Female,54,47356
1792,Female,57,33115
1793,Female,52,53295
1794,Male,42,57241
1795,Male,26,43694
1796,Male,57,51584
1797,Female,38,33633
1798,Male,28,46061
1799,Male,46,66606
1800,Female,64,39594
1801,Male,40,52669
1802,Male,56,48441
1803,Male,36,46689
1804,Male,38,34038
1805,Male,46,46460
1806,Female,43,33921
1807,Male,29,51148
1808,Female,42,51984
1809,Male,32,43947
1810,Male,38,60958
1811,Male,42,65007
1812,Female,64,43507
1813,Male,42,56428
1814,Female,62,38922
1815,Male,32,47265
1816,Female,64,34667
1817,Female,35,52473
1818,Female,57,51354
1819,Male,43,56398
1820,Male,54,64900
1821,Male,50,47889
1822,Male,64,68050
1823,Female,60,34351
1824,Male,50,36786
1825,Male,37,41077
1826,Female,59,8182
1827,Female,58,38791
1828,Male,41,54326
1829,Female,31,33172
1830,Female,50,41497
1831,Male,48,63338
1832,Female,50,33310
1833,Male,44,38333
1834,Female,34,28017
1835,Male,51,55196
1836,Male,30,59049
1837,Female,33,47102
1838,Male,59,50134
1839,Female,55,38572
1840,Female,56,44132
1841,Male,26,59309
1842,Male,44,53885
1843,Female,34,36256
1844,Female,44,52585
1845,Female,43,53458
1846,Female,64,54716
1847,Female,38,44648
1848,Male,32,54138
1849,Female,53,37155
1850,Male,50,65164
1851,Female,42,36894
1852,Female,62,33126
1853,Female,59,42196
1854,Male,33,47704
1855,Female,51,35120
1856,Male,26,44508
1857,Male,35,32397
1858,Male,60,48923
1859,Male,33,40328
1860,Male,59,40146
1861,Male,60,56374
1862,Male,49,29622
1863,Female,61,34185
1864,Male,40,64380
1865,Female,43,36235
1866,Male,63,43044
1867,Male,56,60834
1868,Female,58,41516
1869,Male,41,46451
1870,Male,33,61990
1871,Male,25,34793
1872,Male,60,45948
1873,Male,41,41238
1874,Male,58,55913
1875,Female,33,41686
1876,Female,61,48220
1877,Female,61,44683
1878,Female,39,36207
1879,Female,54,48463
1880,Female,50,42488
1881,Male,62,76675
1882,Female,48,29830
1883,Male,63,54713
1884,Male,52,42129
1885,Male,27,33220
1886,Male,60,71091
1887,Male,56,43814
1888,Male,59,43134
1889,Female,37,52832
1890,Male,32,66049
1891,Male,54,57633
1892,Male,33,51090
1893,Female,39,60528
1894,Female,52,30209
1895,Female,50,31358
1896,Female,63,34062
1897,Male,41,46825
1898,Male,57,59551
1899,Male,42,54122
1900,Male,41,34775
1901,Male,33,38586
1902,Female,26,42673
1903,Female,47,42735
1904,Female,43,35446
1905,Female,60,36730
1906,Female,40,55424
1907,Female,61,56985
1908,Female,65,35053
1909,Male,34,48210
1910,Male,39,41900
1911,Female,61,38521
1912,Male,49,43088
1913,Male,60,46831
1914,Male,32,43863
1915,Male,39,57553
1916,Female,39,40728
1917,Female,41,33789
1918,Male,49,44775
1919,Male,43,43616
1920,Female,28,42009
1921,Male,63,57499
1922,Male,60,23827
1923,Female,57,44907
1924,Male,63,38460
1925,Female,54,39058
1926,Male,29,43430
1927,Female,40,42541
1928,Male,55,36382
1929,Male,31,57790
1930,Female,41,33683
1931,Female,30,17658
1932,Female,59,39407
1933,Male,64,57214
1934,Female,26,46273
1935,Female,51,40405
1936,Female,25,44527
1937,Male,45,54718
1938,Female,27,38023
1939,Male,27,60077
1940,Female,41,38289
1941,Female,61,18531
1942,Male,59,49191
1943,Male,63,38282
1944,Male,39,67833
1945,Male,27,43771
1946,Male,50,39396
1947,Male,54,58654
1948,Male,28,50936
1949,Female,47,38855
1950,Male,43,31030
1951,Female,30,38448
1952,Male,54,37616
1953,Female,25,20372
1954,Female,26,39827
1955,Male,51,53728
1956,Female,28,47923
1957,Male,57,49467
1958,Female,43,59074
1959,Male,43,54688
1960,Male,61,43800
1961,Male,48,74719
1962,Male,36,41200
1963,Female,37,49449
1964,Male,34,61938
1965,Female,44,45800
1966,Female,48,26950
1967,Male,27,69800
1968,Male,28,62861
1969,Female,44,47223
1970,Male,43,52453
1971,Male,29,55230
1972,Female,47,41719
1973,Female,47,32258
1974,Male,37,50384
1975,Male,50,47213
1976,Female,33,43131
1977,Female,31,51378
1978,Male,53,59970
1979,Female,40,48589
1980,Female,53,56878
1981,Male,29,47721
1982,Male,30,35623
1983,Male,54,44074
1984,Male,49,57570
1985,Female,45,38798
1986,Male,59,36469
1987,Male,33,50034
1988,Male,29,45462
1989,Female,28,23099
1990,Male,27,34112
1991,Female,51,43536
1992,Male,42,44981
1993,Male,50,45955
1994,Female,43,15573
1995,Female,51,39274
1996,Female,47,51046
1997,Male,40,53942
1998,Female,34,39431
1999,Male,37,39156
2000,Male,26,46651
2001,Female,64,29253
2002,Male,29,41819
2003,Male,27,56464
2004,Female,42,35446
2005,Male,56,39470
2006,Female,40,27125
2007,Female,59,31268
2008,Male,50,37172
2009,Female,46,40523
2010,Male,56,61271
2011,Female,64,26158
2012,Male,60,56903
2013,Female,63,32352
2014,Female,63,28163
2015,Male,30,36260
2016,Male,54,54682
2017,Male,60,44978
2018,Male,36,69902
2019,Male,51,44091
2020,Male,41,58813
2021,Male,56,53280
2022,Male,50,54430
2023,Male,25,63593
2024,Male,61,53902
2025,Female,36,55934
2026,Female,49,41024
2027,Male,38,56065
2028,Female,35,54999
2029,Male,26,36058
2030,Female,57,38256
2031,Male,48,47230
2032,Female,39,37916
2033,Male,48,54886
2034,Male,57,46441
2035,Male,42,55693
2036,Male,50,42225
2037,Female,40,20256
2038,Female,59,49619
2039,Female,44,38947
2040,Female,39,32772
2041,Male,28,29439
2042,Female,55,58519
2043,Female,36,29026
2044,Female,43,41670
2045,Female,27,40388
2046,Male,42,51274
2047,Female,34,54031
2048,Female,25,51433
2049,Male,62,65053
2050,Male,28,49047
2051,Male,42,66953
2052,Male,58,55810
2053,Male,31,41299
2054,Male,52,55761
2055,Male,56,56905
2056,Male,43,54906
2057,Female,31,45997
2058,Female,61,28687
2059,Male,30,52203
2060,Female,43,49198
2061,Female,30,35505
2062,Male,34,68562
2063,Female,37,30186
2064,Male,59,59337
2065,Female,39,43536
2066,Male,46,48276
2067,Male,30,49125
2068,Female,51,30492
2069,Female,36,35434
2070,Female,53,52281
2071,Female,48,42512
2072,Female,32,50648
2073,Male,59,50471
2074,Female,51,36688
2075,Female,59,23573
2076,Male,41,54017
2077,Male,48,47864
2078,Male,36,54414
2079,Male,40,47334
2080,Female,59,43901
2081,Male,29,44756
2082,Male,40,48348
2083,Male,42,50820
2084,Male,31,47656
2085,Female,32,45627
2086,Male,48,60598
2087,Male,55,28554
2088,Male,60,59349
2089,Male,26,41253
2090,Female,27,38827
2091,Female,62,46546
2092,Male,25,41013
2093,Male,52,59864
2094,Male,54,65652
2095,Female,64,43021
2096,Male,43,49207
2097,Female,52,37364
2098,Male,57,40743
2099,Female,51,38155
2100,Male,46,54843
2101,Female,55,49982
2102,Male,38,43410
2103,Female,44,54090
2104,Female,50,49700
2105,Male,60,55163
2106,Male,44,63899
2107,Female,47,46168
2108,Male,38,47294
2109,Female,29,53708
2110,Female,61,30547
2111,Female,51,53939
2112,Male,61,50052
2113,Female,43,39482
2114,Female,50,45960
2115,Female,34,36371
2116,Male,37,47653
2117,Male,38,54965
2118,Male,56,39004
2119,Female,56,4371
2120,Female,62,65173
2121,Male,56,40608
2122,Male,61,55866
2123,Female,33,30421
2124,Female,34,42659
2125,Female,31,44377
2126,Female,34,37077
2127,Male,41,39266
2128,Male,35,44790
2129,Male,33,66681
2130,Female,49,16845
2131,Male,39,52576
2132,Male,47,48933
2133,Male,58,54820
2134,Male,39,53090
2135,Female,30,37277
2136,Male,30,40914
2137,Male,55,44119
2138,Female,31,14217
2139,Male,55,50379
2140,Male,45,67792
2141,Male,59,26611
2142,Male,33,56418
2143,Male,59,37411
2144,Female,52,54911
2145,Female,28,16488
2146,Female,49,40624
2147,Male,53,38532
2148,Female,51,38684
2149,Female,60,33248
2150,Female,43,38432
2151,Female,63,41389
2152,Male,33,61374
2153,Male,57,57864
2154,Male,30,35041
2155,Female,35,15597
2156,Female,64,37382
2157,Female,57,30110
2158,Female,55,24904
2159,Male,55,56228
2160,Female,39,48163
2161,Male,46,31794
2162,Female,46,51556
2163,Male,52,40710
2164,Male,62,65334
2165,Male,54,39099
2166,Female,25,35729
2167,Female,34,42962
2168,Male,32,41123
2169,Male,59,68321
2170,Female,53,49529
2171,Female,28,48533
2172,Male,61,53925
2173,Female,64,33753
2174,Male,43,53588
2175,Male,25,53511
2176,Male,55,44975
2177,Male,65,45140
2178,Female,54,57213
2179,Female,28,36988
2180,Female,49,35519
2181,Male,60,55500
2182,Male,31,51759
2183,Female,44,48010
2184,Male,64,46332
2185,Male,33,45554
2186,Male,41,50176
2187,Male,58,43072
2188,Female,49,40196
2189,Male,47,52340
2190,Male,58,54795
2191,Female,30,39893
2192,Female,63,40007
2193,Male,37,58134
2194,Female,43,50210
2195,Male,41,53146
2196,Female,33,47778
2197,Male,27,59096
2198,Male,62,46318
2199,Female,29,27053
2200,Male,26,32471
2201,Male,53,58054
2202,Male,54,51172
2203,Male,65,47648
2204,Male,42,42001
2205,Female,56,41623
2206,Female,32,38789
2207,Male,51,47042
2208,Male,33,51742
2209,Male,60,53588
